date debut;date fin;numéro adhérent;contrat;formule;civilité souscripteur;nom;prénom souscripteur;adresse;code postal;ville;adresse mail;téléphone 5;téléphone 2;date souscription;date effet;statut;date dernier statut;périodicité;date début période;date fin période;date dernier avenant;prime ttc;prime cie;taxe;commission
01/02/2019;28/02/2019;A605691;TROPJA1802508;Confort;Monsieur;Nom3639;Daniel;5 rue  des garats  ;97300;Perpignan;mail3639@yopmail.com;06 03 80 38 11;;15/02/2018;01/03/2018;CONTRAT;15/02/2018;Mensuelle;01/01/2019;31/01/2019;01/03/2018;7,94;3,5;0,94;3,5
01/02/2019;28/02/2019;A605691;TROPJA1802508;Confort;Monsieur;Nom3640;Daniel;8 rue soubise;92210;Mur De Bretagne;mail3640@yopmail.com;06 03 80 38 11;;15/02/2018;01/03/2018;CONTRAT;15/02/2018;Mensuelle;01/02/2019;28/02/2019;01/03/2018;7,94;3,5;0,94;3,5
01/02/2019;28/02/2019;A605452;TROPJA1802475;Confort;Madame;Nom3641;Annie;1 rue PAUL CÉZANNE appartement 302;92210;Domfront;mail3641@yopmail.com;06 55 01 31 20;;15/02/2018;01/03/2018;CONTRAT;20/02/2018;Mensuelle;01/01/2019;31/01/2019;01/03/2018;15,49;6,83;1,83;6,83
01/02/2019;28/02/2019;A606514;TROPJA1802616;Confort;Monsieur;Nom3642;Edgard;1 rue PAUL CÉZANNE appartement 302;54870;Domfront;mail3642@yopmail.com;06 55 01 31 20;;15/02/2018;01/03/2018;CONTRAT;20/02/2018;Mensuelle;01/02/2019;28/02/2019;01/03/2018;15,49;6,83;1,83;6,83
01/02/2019;28/02/2019;A606514;TROPJA1802616;Confort;Monsieur;Nom3643;Edgard;41 rue DE LA FONTAINE GRELOT rESIDENCE DU PETIT CHAMBORD;54870;Belcodene;;07 63 63 51 75;07 68 68 17 71;15/02/2018;01/03/2018;CONTRAT;15/02/2018;Mensuelle;01/01/2019;31/01/2019;01/03/2018;7,94;3,5;0,94;3,5
01/02/2019;28/02/2019;A605762;TROPJA1802518;Confort;Madame;Nom3644;Francoise;41 rue DE LA FONTAINE GRELOT rESIDENCE DU PETIT CHAMBORD;60130;Belcodene;;07 63 63 51 75;07 68 68 17 71;15/02/2018;01/03/2018;CONTRAT;15/02/2018;Mensuelle;01/02/2019;28/02/2019;01/03/2018;7,94;3,5;0,94;3,5
01/02/2019;28/02/2019;A605762;TROPJA1802518;Confort;Madame;Nom3645;Francoise;7 boulevard  JEAN JAURES0;60130;Carcassonne;mail3645@yopmail.com;06 28 15 33 83;;15/02/2018;01/03/2018;CONTRAT;19/02/2018;Mensuelle;01/01/2019;31/01/2019;01/03/2018;15,49;6,83;1,83;6,83
01/02/2019;28/02/2019;A605547;TROPJA1802493;Essentielle;Madame;Nom3646;Ouassila;MAISON D'ARVES PONT MADELEINE;66000;Carcassonne;mail3646@yopmail.com;06 28 15 33 83;;15/02/2018;01/03/2018;CONTRAT;19/02/2018;Mensuelle;01/02/2019;28/02/2019;01/03/2018;15,49;6,83;1,83;6,83
01/02/2019;28/02/2019;A605770;TROPJA1802520;Confort;Monsieur;Nom3647;Arsene;451 route D'AIRE;66000;Maurepas;;07 68 53 50 65;;15/02/2018;01/04/2018;CONTRAT_ATTENTE_PIECES;15/02/2018;Mensuelle;01/02/2019;28/02/2019;01/04/2018;7,94;3,5;0,94;3,5
01/02/2019;28/02/2019;A605753;TROPJA1802514;Confort;Madame;Nom3648;Bernadette;451 route D'AIRE;22530;Maurepas;mail3648@yopmail.com;06 11 20 07 12;;15/02/2018;01/03/2018;CONTRAT;19/02/2018;Mensuelle;01/01/2019;31/01/2019;01/03/2018;7,94;3,5;0,94;3,5
01/02/2019;28/02/2019;A605753;TROPJA1802514;Confort;Madame;Nom3649;Bernadette;LE VILLAGE;61700;Porticcio;mail3649@yopmail.com;06 11 20 07 12;;15/02/2018;01/03/2018;CONTRAT;19/02/2018;Mensuelle;01/02/2019;28/02/2019;01/03/2018;7,94;3,5;0,94;3,5
01/02/2019;28/02/2019;A605775;TROPJA1802522;Essentielle;Monsieur;Nom3650;Eric;LE VILLAGE;61700;Porticcio;mail3650@yopmail.com;06 58 50 01 31;06 18 10 07 87;15/02/2018;01/03/2018;CONTRAT;15/02/2018;Mensuelle;01/01/2019;31/01/2019;01/03/2018;7,94;3,5;0,94;3,5
01/02/2019;28/02/2019;A605775;TROPJA1802522;Essentielle;Monsieur;Nom3651;Eric;19 rue DU LAVOIR;13720;Tarbes;mail3651@yopmail.com;06 58 50 01 31;06 18 10 07 87;15/02/2018;01/03/2018;CONTRAT;15/02/2018;Mensuelle;01/02/2019;28/02/2019;01/03/2018;7,94;3,5;0,94;3,5
01/02/2019;28/02/2019;A605756;TROPJA1802515;Confort;Madame;Nom3652;Sylvie;19 rue DU LAVOIR;13720;Tarbes;mail3652@yopmail.com;07 83 83 17 63;07 88 88 77 68;15/02/2018;01/03/2018;CONTRAT;15/02/2018;Mensuelle;01/01/2019;31/01/2019;01/03/2018;7,94;3,5;0,94;3,5
01/02/2019;28/02/2019;A605756;TROPJA1802515;Confort;Madame;Nom3653;Sylvie;30 rue armengaud;11000;Stains;mail3653@yopmail.com;07 83 83 17 63;07 88 88 77 68;15/02/2018;01/03/2018;CONTRAT;15/02/2018;Mensuelle;01/02/2019;28/02/2019;01/03/2018;7,94;3,5;0,94;3,5
01/02/2019;28/02/2019;A606092;TROPJA1802557;Essentielle;Monsieur;Nom3654;Denis;30 rue armengaud;11000;Stains;;06 12 78 53 35;06 72 78 58 85;15/02/2018;01/03/2018;CONTRAT;15/02/2018;Mensuelle;01/01/2019;31/01/2019;01/03/2018;7,94;3,5;0,94;3,5
01/02/2019;28/02/2019;A606092;TROPJA1802557;Essentielle;Monsieur;Nom3655;Denis;24 rue jumilel;78310;Cannes;;06 12 78 53 35;06 72 78 58 85;15/02/2018;01/03/2018;CONTRAT;15/02/2018;Mensuelle;01/02/2019;28/02/2019;01/03/2018;7,94;3,5;0,94;3,5
01/02/2019;28/02/2019;A606078;TROPJA1802552;Confort;Monsieur;Nom3656;Laurent;24 rue jumilel;78310;Cannes;mail3656@yopmail.com;06 60 13 62 88;06 60 78 62 88;15/02/2018;01/03/2018;CONTRAT;15/02/2018;Mensuelle;01/01/2019;31/01/2019;01/03/2018;15,49;6,83;1,83;6,83
01/02/2019;28/02/2019;A606078;TROPJA1802552;Confort;Monsieur;Nom3657;Laurent;101 rue de la liberation;20166;Brignoles;mail3657@yopmail.com;06 60 13 62 88;06 60 78 62 88;15/02/2018;01/03/2018;CONTRAT;15/02/2018;Mensuelle;01/02/2019;28/02/2019;01/03/2018;15,49;6,83;1,83;6,83
01/02/2019;28/02/2019;A606004;TROPJA1802538;Essentielle;Madame;Nom3658;Sarah;101 rue de la liberation;20166;Acy En Multien;;06 88 15 85 88;;15/02/2018;01/03/2018;CONTRAT;15/02/2018;Mensuelle;01/01/2019;31/01/2019;01/03/2018;15,49;6,83;1,83;6,83
01/02/2019;28/02/2019;A606004;TROPJA1802538;Essentielle;Madame;Nom3659;Sarah;409 chemin DU FORT ROUGE;65000;Acy En Multien;;06 88 15 85 88;;15/02/2018;01/03/2018;CONTRAT;15/02/2018;Mensuelle;01/02/2019;28/02/2019;01/03/2018;15,49;6,83;1,83;6,83
01/02/2019;28/02/2019;A605793;TROPJA1802525;Essentielle;Madame;Nom3660;Yvette;409 chemin DU FORT ROUGE;65000;Inzinzac Lochrist;mail3660@yopmail.com;05 18 25 52 52;;15/02/2018;01/03/2018;CONTRAT;09/03/2018;Mensuelle;01/01/2019;31/01/2019;01/03/2018;7,94;3,5;0,94;3,5
01/02/2019;28/02/2019;A605793;TROPJA1802525;Essentielle;Madame;Nom3661;Yvette;47 rue narcisse virgille viaz;93240;Inzinzac Lochrist;mail3661@yopmail.com;05 18 25 52 52;;15/02/2018;01/03/2018;CONTRAT;09/03/2018;Mensuelle;01/02/2019;28/02/2019;01/03/2018;7,94;3,5;0,94;3,5
01/02/2019;28/02/2019;A606015;TROPJA1802539;Confort;Monsieur;Nom3662;Alvarim;47 rue narcisse virgille viaz;93240;Lyon;mail3662@yopmail.com;06 63 13 33 81;;15/02/2018;01/03/2018;CONTRAT;19/02/2018;Mensuelle;01/01/2019;31/01/2019;01/03/2018;7,94;3,5;0,94;3,5
01/02/2019;28/02/2019;A606015;TROPJA1802539;Confort;Monsieur;Nom3663;Alvarim;81 avenue Charles De Gaulle;6400;Lyon;mail3663@yopmail.com;06 63 13 33 81;;15/02/2018;01/03/2018;CONTRAT;19/02/2018;Mensuelle;01/02/2019;28/02/2019;01/03/2018;7,94;3,5;0,94;3,5
01/02/2019;28/02/2019;A582738;TROPJA1802527;Essentielle;Monsieur;Nom3664;Christophe;81 avenue Charles De Gaulle;6400;Yutz;mail3664@yopmail.com;06 36 88 87 75;07 87 58 17 26;15/02/2018;01/03/2018;MIS_EN_DEMEURE;27/02/2019;Mensuelle;01/01/2019;31/01/2019;01/03/2018;-7,94;-3,5;-0,94;-3,5
01/02/2019;28/02/2019;A582738;TROPJA1802527;Essentielle;Monsieur;Nom3665;Christophe;lieu_dit  TOUL Y LOUARN;83170;Yutz;mail3665@yopmail.com;06 52 83 75 86;08 77 87 78 70;15/02/2018;01/03/2018;CONTRAT;19/02/2018;Mensuelle;01/01/2019;31/01/2019;01/03/2018;15,49;6,83;1,83;6,83
01/02/2019;28/02/2019;A606019;TROPJA1802541;Essentielle;Madame;Nom3666;Felecia;19 rue maréchal soch;60620;Grambois;mail3666@yopmail.com;06 52 83 75 86;08 77 87 78 70;15/02/2018;01/03/2018;CONTRAT;19/02/2018;Mensuelle;01/02/2019;28/02/2019;01/03/2018;15,49;6,83;1,83;6,83
01/02/2019;28/02/2019;A606109;TROPJA1802562;Essentielle;Monsieur;Nom3667;Mickael;19 rue maréchal soch;60620;Paris;mail3667@yopmail.com;02 30 38 52 76;;15/02/2018;01/03/2018;CONTRAT;16/02/2018;Mensuelle;01/01/2019;31/01/2019;01/03/2018;15,49;6,83;1,83;6,83
01/02/2019;28/02/2019;A606109;TROPJA1802562;Essentielle;Monsieur;Nom3668;Mickael;8 rue LAGRANGE CHANCEL;56650;Nemours;mail3668@yopmail.com;02 30 38 52 76;;15/02/2018;01/03/2018;CONTRAT;16/02/2018;Mensuelle;01/02/2019;28/02/2019;01/03/2018;15,49;6,83;1,83;6,83
01/02/2019;28/02/2019;A605815;TROPJA1802529;Essentielle;Monsieur;Nom3669;Gerard;8 rue LAGRANGE CHANCEL;56650;Nemours;mail3669@yopmail.com;06 15 57 82 75;07 26 68 70 80;15/02/2018;01/03/2018;RESILIE_FUTUR;29/10/2018;Mensuelle;01/01/2019;31/01/2019;01/03/2018;15,49;6,83;1,83;6,83
01/02/2019;28/02/2019;A605815;TROPJA1802529;Essentielle;Monsieur;Nom3670;Gerard;927 rue  SAINT NICOLAS  batiment 11 RESIDENCE LES SABLONS;69006;Lille;mail3670@yopmail.com;06 15 57 82 75;07 26 68 70 80;15/02/2018;01/03/2018;RESILIE_FUTUR;29/10/2018;Mensuelle;01/02/2019;28/02/2019;01/03/2018;15,49;6,83;1,83;6,83
01/02/2019;28/02/2019;A605826;TROPJA1802530;Essentielle;Madame;Nom3671;Huguette;927 rue  SAINT NICOLAS  batiment 11 RESIDENCE LES SABLONS;69006;Lille;mail3671@yopmail.com;06 50 25 53 51;08 82 56 86 87;15/02/2018;01/03/2018;CONTRAT;16/02/2018;Mensuelle;01/01/2019;31/01/2019;01/03/2018;7,94;3,5;0,94;3,5
01/02/2019;28/02/2019;A605826;TROPJA1802530;Essentielle;Madame;Nom3672;Huguette;Z A la roque fortade;57925;Le Plessis Robinson;mail3672@yopmail.com;06 50 25 53 51;08 82 56 86 87;15/02/2018;01/03/2018;CONTRAT;16/02/2018;Mensuelle;01/02/2019;28/02/2019;01/03/2018;7,94;3,5;0,94;3,5
01/02/2019;28/02/2019;A606128;TROPJA1802566;Essentielle;Monsieur;Nom3673;Franck;Z A la roque fortade;57925;Le Plessis Robinson;mail3673@yopmail.com;06 52 30 75 05;06 52 80 75 05;16/02/2018;01/04/2018;RESILIE_FUTUR;16/12/2018;Mensuelle;01/02/2019;28/02/2019;01/04/2018;15,49;6,83;1,83;6,83
01/02/2019;28/02/2019;A606128;TROPJA1802566;Essentielle;Monsieur;Nom3674;Franck;49  HENRY DUNANT;84240;Tremblay En France;mail3674@yopmail.com;06 58 72 61 67;06 58 72 67 67;16/02/2018;01/04/2018;CONTRAT;16/02/2018;Mensuelle;01/02/2019;28/02/2019;01/04/2018;15,49;6,83;1,83;6,83
01/02/2019;28/02/2019;A605834;TROPJA1802531;Essentielle;Monsieur;Nom3675;David;49  HENRY DUNANT;75017;Tremblay En France;mail3675@yopmail.com;06 66 62 63 07;06 66 01 88 77;16/02/2018;01/03/2018;CONTRAT;16/02/2018;Mensuelle;01/01/2019;31/01/2019;01/03/2018;15,49;6,83;1,83;6,83
01/02/2019;28/02/2019;A605834;TROPJA1802531;Essentielle;Monsieur;Nom3676;David;1 rue saint vincent bat saint vincent app 8 cité  albignac;77140;Albi;mail3676@yopmail.com;06 66 62 63 07;06 66 01 88 77;16/02/2018;01/03/2018;CONTRAT;16/02/2018;Mensuelle;01/02/2019;28/02/2019;01/03/2018;15,49;6,83;1,83;6,83
01/02/2019;28/02/2019;A606105;TROPJA1802561;Essentielle;Mademoiselle;Nom3677;Morgane;1 rue saint vincent bat saint vincent app 8 cité  albignac;77140;Albi;mail3677@yopmail.com;07 78 57 12 65;;16/02/2018;01/03/2018;CONTRAT;21/02/2018;Mensuelle;01/01/2019;31/01/2019;01/03/2018;7,94;3,5;0,94;3,5
01/02/2019;28/02/2019;A606105;TROPJA1802561;Essentielle;Mademoiselle;Nom3678;Morgane;15 rue de la sâone;59000;Creteil;mail3678@yopmail.com;07 78 57 12 65;;16/02/2018;01/03/2018;CONTRAT;21/02/2018;Mensuelle;01/02/2019;28/02/2019;01/03/2018;7,94;3,5;0,94;3,5
01/02/2019;28/02/2019;A507050;TROPJA1802555;Essentielle;Monsieur;Nom3679;Jadid;15 rue de la sâone;59000;Dourdan;mail3679@yopmail.com;06 26 52 68 53;;16/02/2018;01/03/2018;CONTRAT;19/02/2018;Mensuelle;01/01/2019;31/01/2019;01/03/2018;7,94;3,5;0,94;3,5
01/02/2019;28/02/2019;A507050;TROPJA1802555;Essentielle;Monsieur;Nom3680;Jadid;CCAS MARINCA;92350;Dourdan;mail3680@yopmail.com;06 26 52 68 53;;16/02/2018;01/03/2018;CONTRAT;19/02/2018;Mensuelle;01/02/2019;28/02/2019;01/03/2018;7,94;3,5;0,94;3,5
01/02/2019;28/02/2019;A606159;TROPJA1802569;Confort;Monsieur;Nom3681;Georges;CCAS MARINCA;92350;Dourdan;;06 55 63 85 55;;16/02/2018;01/03/2018;CONTRAT;27/03/2018;Mensuelle;01/01/2019;31/01/2019;01/03/2018;7,94;3,5;0,94;3,5
01/02/2019;28/02/2019;A606159;TROPJA1802569;Confort;Monsieur;Nom3682;Georges;7 avenue DE LA LIBERATION  batiment 3B;93290;Villepinte;;06 55 63 85 55;;16/02/2018;01/03/2018;CONTRAT;27/03/2018;Mensuelle;01/02/2019;28/02/2019;01/03/2018;7,94;3,5;0,94;3,5
01/02/2019;28/02/2019;A606164;TROPJA1802570;Confort;Madame;Nom3683;Marie pierre;7 avenue DE LA LIBERATION  batiment 3B;93290;Villepinte;mail3683@yopmail.com;06 57 52 53 87;05 68 60 82 88;16/02/2018;01/03/2018;CONTRAT;27/02/2018;Mensuelle;01/01/2019;31/01/2019;01/03/2018;15,49;6,83;1,83;6,83
01/02/2019;28/02/2019;A606164;TROPJA1802570;Confort;Madame;Nom3684;Marie pierre;6 avenue aristide briand;81000;St Mammes;mail3684@yopmail.com;06 57 52 53 87;05 68 60 82 88;16/02/2018;01/03/2018;CONTRAT;27/02/2018;Mensuelle;01/02/2019;28/02/2019;01/03/2018;15,49;6,83;1,83;6,83
01/02/2019;28/02/2019;A606070;TROPJA1802548;Essentielle;Madame;Nom3685;Liliane;6 avenue aristide briand;81000;St Mammes;;05 13 31 35 07;;16/02/2018;01/03/2018;CONTRAT;16/02/2018;Mensuelle;01/02/2019;28/02/2019;01/03/2018;15,49;6,83;1,83;6,83
01/02/2019;28/02/2019;A606070;TROPJA1802548;Essentielle;Madame;Nom3686;Liliane;67 avenue  GRASSE;94000;Grande Synthe;mail3686@yopmail.com;07 77 01 55 83;01 60 81 26 57;16/02/2018;01/03/2018;RESILIE_FUTUR;06/02/2019;Mensuelle;01/12/2018;31/12/2018;01/03/2018;15,49;6,83;1,83;6,83
01/02/2019;28/02/2019;A606319;TROPJA1802590;Essentielle;Madame;Nom3687;Chantal;67 avenue  GRASSE;91410;Seyches;mail3687@yopmail.com;07 77 01 55 83;01 60 81 26 57;16/02/2018;01/03/2018;RESILIE_FUTUR;06/02/2019;Mensuelle;01/01/2019;31/01/2019;01/03/2018;15,49;6,83;1,83;6,83
01/02/2019;28/02/2019;A606319;TROPJA1802590;Essentielle;Madame;Nom3688;Chantal;HLM LES PRES DE PAQUES   batiment BAT a2 numero 10;91410;Seyches;mail3688@yopmail.com;07 77 01 55 83;01 60 81 26 57;16/02/2018;01/03/2018;RESILIE_FUTUR;06/02/2019;Mensuelle;01/02/2019;28/02/2019;01/03/2018;15,49;6,83;1,83;6,83
01/02/2019;28/02/2019;A606216;TROPJA1802577;Essentielle;Madame;Nom3689;Emannuelle;18 rue DE VERSAILLES;91410;Conde Sur L Escaut;;06 50 10 15 33;;16/02/2018;01/03/2018;CONTRAT;16/02/2018;Mensuelle;01/02/2019;28/02/2019;01/03/2018;15,49;6,83;1,83;6,83
01/02/2019;28/02/2019;A606080;TROPJA1802554;Confort;Madame;Nom3690;Andree;18 rue DE VERSAILLES;93420;Conde Sur L Escaut;;05 18 65 36 27;;16/02/2018;01/03/2018;CONTRAT;16/02/2018;Mensuelle;01/02/2019;28/02/2019;01/03/2018;15,49;6,83;1,83;6,83
01/02/2019;28/02/2019;A606080;TROPJA1802554;Confort;Madame;Nom3691;Andree;13/47 chemin DES BROUTTEUX;93420;Allogny;mail3691@yopmail.com;06 83 50 33 32;;16/02/2018;01/03/2018;CONTRAT;19/02/2018;Mensuelle;01/01/2019;31/01/2019;01/03/2018;15,49;6,83;1,83;6,83
01/02/2019;28/02/2019;A606443;TROPJA1802606;Essentielle;Madame;Nom3692;Samia;13/47 chemin DES BROUTTEUX;77670;Allogny;mail3692@yopmail.com;06 83 50 33 32;;16/02/2018;01/03/2018;CONTRAT;19/02/2018;Mensuelle;01/02/2019;28/02/2019;01/03/2018;15,49;6,83;1,83;6,83
01/02/2019;28/02/2019;A606443;TROPJA1802606;Essentielle;Madame;Nom3693;Samia;5 rue DE VERDUN;77670;Amiens;mail3693@yopmail.com;07 83 50 26 07;;16/02/2018;01/04/2018;CONTRAT;27/02/2018;Mensuelle;01/02/2019;28/02/2019;01/04/2018;7,94;3,5;0,94;3,5
01/02/2019;28/02/2019;A606331;TROPJA1802592;Confort;Monsieur;Nom3694;Patrick;5 rue DE VERDUN;59760;Amiens;mail3694@yopmail.com;06 08 65 17 02;;16/02/2018;01/03/2018;RESILIE_FUTUR;11/12/2018;Mensuelle;01/01/2019;31/01/2019;01/03/2018;15,49;6,83;1,83;6,83
01/02/2019;28/02/2019;A606331;TROPJA1802592;Confort;Monsieur;Nom3695;Patrick;86 rue Louis Blanc;47350;St Ouen;mail3695@yopmail.com;06 08 65 17 02;;16/02/2018;01/03/2018;RESILIE_FUTUR;11/12/2018;Mensuelle;01/02/2019;28/02/2019;01/03/2018;15,49;6,83;1,83;6,83
01/02/2019;28/02/2019;A606337;TROPJA1802595;Confort;Monsieur;Nom3696;Jean;86 rue Louis Blanc;47350;St Ouen;mail3696@yopmail.com;06 62 16 55 70;06 15 71 88 87;16/02/2018;01/03/2018;CONTRAT;16/02/2018;Mensuelle;01/01/2019;31/01/2019;01/03/2018;15,49;6,83;1,83;6,83
01/02/2019;28/02/2019;A606337;TROPJA1802595;Confort;Monsieur;Nom3697;Jean;2 square du docteur roux;59163;Nivillac;mail3697@yopmail.com;06 62 16 55 70;06 15 71 88 87;16/02/2018;01/03/2018;CONTRAT;16/02/2018;Mensuelle;01/02/2019;28/02/2019;01/03/2018;15,49;6,83;1,83;6,83
01/02/2019;28/02/2019;A606473;TROPJA1802609;Essentielle;Madame;Nom3698;Francoise;2 square du docteur roux;59163;Aubervilliers;mail3698@yopmail.com;06 28 12 25 72;02 86 27 08 82;16/02/2018;01/03/2018;RESILIE_FUTUR;26/12/2018;Mensuelle;01/01/2019;31/01/2019;01/03/2018;7,94;3,5;0,94;3,5
01/02/2019;28/02/2019;A606473;TROPJA1802609;Essentielle;Madame;Nom3699;Francoise;4 allee LOUIS ARAGON apprt 124;18110;Aubervilliers;mail3699@yopmail.com;06 28 12 25 72;02 86 27 08 82;16/02/2018;01/03/2018;RESILIE_FUTUR;26/12/2018;Mensuelle;01/02/2019;28/02/2019;01/03/2018;7,94;3,5;0,94;3,5
01/02/2019;28/02/2019;A606620;TROPJA1802632;Essentielle;Madame;Nom3700;Paulette;4 allee LOUIS ARAGON apprt 124;18110;Bastia;mail3700@yopmail.com;06 62 77 58 26;;16/02/2018;01/03/2018;CONTRAT;16/02/2018;Mensuelle;01/01/2019;31/01/2019;01/03/2018;7,94;3,5;0,94;3,5
01/02/2019;28/02/2019;A606620;TROPJA1802632;Essentielle;Madame;Nom3701;Paulette;11 rue DE L'EGLISE;80000;Bastia;mail3701@yopmail.com;06 62 77 58 26;;16/02/2018;01/03/2018;CONTRAT;16/02/2018;Mensuelle;01/02/2019;28/02/2019;01/03/2018;7,94;3,5;0,94;3,5
01/02/2019;28/02/2019;A606336;TROPJA1802594;Essentielle;Monsieur;Nom3702;Jean francois;11 rue DE L'EGLISE;80000;Lille;mail3702@yopmail.com;06 25 37 02 75;01 70 07 66 16;16/02/2018;01/03/2018;CONTRAT;19/02/2018;Mensuelle;01/01/2019;31/01/2019;01/03/2018;7,94;3,5;0,94;3,5
01/02/2019;28/02/2019;A606336;TROPJA1802594;Essentielle;Monsieur;Nom3703;Jean francois;6 allee colombes;93400;Lille;mail3703@yopmail.com;06 25 37 02 75;01 70 07 66 16;16/02/2018;01/03/2018;CONTRAT;19/02/2018;Mensuelle;01/02/2019;28/02/2019;01/03/2018;7,94;3,5;0,94;3,5
01/02/2019;28/02/2019;A606618;TROPJA1802631;Confort;Madame;Nom3704;Danielle;6 allee colombes;93400;Barr;mail3704@yopmail.com;06 73 22 50 38;06 78 22 50 88;16/02/2018;01/03/2018;CONTRAT;16/02/2018;Mensuelle;01/02/2019;28/02/2019;01/03/2018;7,94;3,5;0,94;3,5
01/02/2019;28/02/2019;A606618;TROPJA1802631;Confort;Madame;Nom3705;Danielle;8 rue pierre lescot;56130;Barr;mail3705@yopmail.com;06 36 53 83 35;;16/02/2018;01/03/2018;CONTRAT;16/02/2018;Mensuelle;01/01/2019;31/01/2019;01/03/2018;7,94;3,5;0,94;3,5
01/02/2019;28/02/2019;A606487;TROPJA1802612;Confort;Madame;Nom3706;Georgette;18 rue  SAINTE BARBE;93300;Badefols Sur Dordogne;mail3706@yopmail.com;06 36 53 83 35;;16/02/2018;01/03/2018;CONTRAT;16/02/2018;Mensuelle;01/02/2019;28/02/2019;01/03/2018;7,94;3,5;0,94;3,5
01/02/2019;28/02/2019;A606628;TROPJA1802633;Confort;Madame;Nom3707;Mery;18 rue  SAINTE BARBE;93300;Badefols Sur Dordogne;mail3707@yopmail.com;06 21 51 36 58;;16/02/2018;01/03/2018;CONTRAT;19/02/2018;Mensuelle;01/01/2019;31/01/2019;01/03/2018;15,49;6,83;1,83;6,83
01/02/2019;28/02/2019;A606628;TROPJA1802633;Confort;Madame;Nom3708;Mery;18 rue  SAINTE BARBE;20600;Vallauris;mail3708@yopmail.com;06 21 51 36 58;;16/02/2018;01/03/2018;CONTRAT;19/02/2018;Mensuelle;01/02/2019;28/02/2019;01/03/2018;15,49;6,83;1,83;6,83
01/02/2019;28/02/2019;A606628;TROPJA1802633;Confort;Madame;Nom3709;Mery;99 avenue charles de gaulle;20600;Vallauris;mail3709@yopmail.com;06 88 61 00 53;;16/02/2018;01/03/2018;CONTRAT;06/03/2018;Mensuelle;01/01/2019;31/01/2019;01/03/2018;15,49;6,83;1,83;6,83
01/02/2019;28/02/2019;A606493;TROPJA1802613;Confort;Monsieur;Nom3710;Willy;2 rue cradon sur glane;59000;Saintes;mail3710@yopmail.com;06 88 61 00 53;;16/02/2018;01/03/2018;CONTRAT;06/03/2018;Mensuelle;01/02/2019;28/02/2019;01/03/2018;15,49;6,83;1,83;6,83
01/02/2019;28/02/2019;A606499;TROPJA1802614;Confort;Monsieur;Nom3711;Bernard jacques;26 quai LOING;59000;Saintes;mail3711@yopmail.com;03 88 08 25 38;;16/02/2018;01/03/2018;CONTRAT;19/02/2018;Mensuelle;01/01/2019;31/01/2019;01/03/2018;7,94;3,5;0,94;3,5
01/02/2019;28/02/2019;A606705;TROPJA1802640;Confort;Monsieur;Nom3712;Hubert;26 quai LOING;67140;Evreux;mail3712@yopmail.com;03 88 08 25 38;;16/02/2018;01/03/2018;CONTRAT;19/02/2018;Mensuelle;01/02/2019;28/02/2019;01/03/2018;7,94;3,5;0,94;3,5
01/02/2019;28/02/2019;A606705;TROPJA1802640;Confort;Monsieur;Nom3713;Hubert;4 rue Du conte jean;67140;Perpignan;mail3713@yopmail.com;06 30 36 81 63;05 58 78 28 28;16/02/2018;01/03/2018;CONTRAT;21/02/2018;Mensuelle;01/01/2019;31/01/2019;01/03/2018;7,94;3,5;0,94;3,5
01/02/2019;28/02/2019;A606425;TROPJA1802605;Essentielle;Monsieur;Nom3714;Christian;58 rue PIERRE GARRY;24150;Perpignan;mail3714@yopmail.com;06 30 36 81 63;05 58 78 28 28;16/02/2018;01/03/2018;CONTRAT;21/02/2018;Mensuelle;01/02/2019;28/02/2019;01/03/2018;7,94;3,5;0,94;3,5
01/02/2019;28/02/2019;A606691;TROPJA1802638;Confort;Monsieur;Nom3715;Jean pierre;58 rue PIERRE GARRY;24150;Presle;mail3715@yopmail.com;07 82 63 51 87;07 82 68 57 87;16/02/2018;01/03/2018;CONTRAT;16/02/2018;Mensuelle;01/01/2019;31/01/2019;01/03/2018;7,94;3,5;0,94;3,5
01/02/2019;28/02/2019;A606691;TROPJA1802638;Confort;Monsieur;Nom3716;Jean pierre;79 lieu_dit cité saint pierre;6220;Presle;mail3716@yopmail.com;07 82 63 51 87;07 82 68 57 87;16/02/2018;01/03/2018;CONTRAT;16/02/2018;Mensuelle;01/02/2019;28/02/2019;01/03/2018;7,94;3,5;0,94;3,5
01/02/2019;28/02/2019;A606452;TROPJA1802607;Confort;Madame;Nom3717;Vã©ronique;79 lieu_dit cité saint pierre;6220;Callas;mail3717@yopmail.com;03 55 62 20 58;06 88 58 78 80;16/02/2018;01/03/2018;CONTRAT;19/02/2018;Mensuelle;01/01/2019;31/01/2019;01/03/2018;7,94;3,5;0,94;3,5
01/02/2019;28/02/2019;A606452;TROPJA1802607;Confort;Madame;Nom3718;Vã©ronique;8 ENCLOS SAINT SULPICE;17100;Cherbourg Octeville;mail3718@yopmail.com;03 55 62 20 58;06 88 58 78 80;16/02/2018;01/03/2018;CONTRAT;19/02/2018;Mensuelle;01/02/2019;28/02/2019;01/03/2018;7,94;3,5;0,94;3,5
